step,target_word,count,mean,std,min,25%,50%,75%,max
110000,test,1.0,10.484456062316895,,10.484456062316895,10.484456062316895,10.484456062316895,10.484456062316895,10.484456062316895
110000,this,1.0,16.481159210205078,,16.481159210205078,16.481159210205078,16.481159210205078,16.481159210205078,16.481159210205078
111000,test,1.0,11.415594100952148,,11.415594100952148,11.415594100952148,11.415594100952148,11.415594100952148,11.415594100952148
111000,this,1.0,16.1988582611084,,16.1988582611084,16.1988582611084,16.1988582611084,16.1988582611084,16.1988582611084
112000,test,1.0,12.017971992492676,,12.017971992492676,12.017971992492676,12.017971992492676,12.017971992492676,12.017971992492676
112000,this,1.0,16.017118453979492,,16.017118453979492,16.017118453979492,16.017118453979492,16.017118453979492,16.017118453979492
113000,test,1.0,11.209114074707031,,11.209114074707031,11.209114074707031,11.209114074707031,11.209114074707031,11.209114074707031
113000,this,1.0,16.27661895751953,,16.27661895751953,16.27661895751953,16.27661895751953,16.27661895751953,16.27661895751953
114000,test,1.0,12.116509437561035,,12.116509437561035,12.116509437561035,12.116509437561035,12.116509437561035,12.116509437561035
114000,this,1.0,17.55529022216797,,17.55529022216797,17.55529022216797,17.55529022216797,17.55529022216797,17.55529022216797
115000,test,1.0,11.552530288696289,,11.552530288696289,11.552530288696289,11.552530288696289,11.552530288696289,11.552530288696289
115000,this,1.0,16.25852394104004,,16.25852394104004,16.25852394104004,16.25852394104004,16.25852394104004,16.25852394104004
116000,test,1.0,11.777826309204102,,11.777826309204102,11.777826309204102,11.777826309204102,11.777826309204102,11.777826309204102
116000,this,1.0,16.81121253967285,,16.81121253967285,16.81121253967285,16.81121253967285,16.81121253967285,16.81121253967285
117000,test,1.0,12.281963348388672,,12.281963348388672,12.281963348388672,12.281963348388672,12.281963348388672,12.281963348388672
117000,this,1.0,17.133220672607422,,17.133220672607422,17.133220672607422,17.133220672607422,17.133220672607422,17.133220672607422
118000,test,1.0,11.221460342407227,,11.221460342407227,11.221460342407227,11.221460342407227,11.221460342407227,11.221460342407227
118000,this,1.0,15.735315322875977,,15.735315322875977,15.735315322875977,15.735315322875977,15.735315322875977,15.735315322875977
119000,test,1.0,11.0786771774292,,11.0786771774292,11.0786771774292,11.0786771774292,11.0786771774292,11.0786771774292
119000,this,1.0,16.247989654541016,,16.247989654541016,16.247989654541016,16.247989654541016,16.247989654541016,16.247989654541016
120000,test,1.0,11.740842819213867,,11.740842819213867,11.740842819213867,11.740842819213867,11.740842819213867,11.740842819213867
120000,this,1.0,17.127317428588867,,17.127317428588867,17.127317428588867,17.127317428588867,17.127317428588867,17.127317428588867
121000,test,1.0,11.819851875305176,,11.819851875305176,11.819851875305176,11.819851875305176,11.819851875305176,11.819851875305176
121000,this,1.0,16.79140853881836,,16.79140853881836,16.79140853881836,16.79140853881836,16.79140853881836,16.79140853881836
122000,test,1.0,11.794794082641602,,11.794794082641602,11.794794082641602,11.794794082641602,11.794794082641602,11.794794082641602
122000,this,1.0,16.2241153717041,,16.2241153717041,16.2241153717041,16.2241153717041,16.2241153717041,16.2241153717041
123000,test,1.0,14.517200469970703,,14.517200469970703,14.517200469970703,14.517200469970703,14.517200469970703,14.517200469970703
123000,this,1.0,19.126941680908203,,19.126941680908203,19.126941680908203,19.126941680908203,19.126941680908203,19.126941680908203
124000,test,1.0,13.534056663513184,,13.534056663513184,13.534056663513184,13.534056663513184,13.534056663513184,13.534056663513184
124000,this,1.0,18.984861373901367,,18.984861373901367,18.984861373901367,18.984861373901367,18.984861373901367,18.984861373901367
125000,test,1.0,12.651665687561035,,12.651665687561035,12.651665687561035,12.651665687561035,12.651665687561035,12.651665687561035
125000,this,1.0,17.94048500061035,,17.94048500061035,17.94048500061035,17.94048500061035,17.94048500061035,17.94048500061035
126000,test,1.0,12.044123649597168,,12.044123649597168,12.044123649597168,12.044123649597168,12.044123649597168,12.044123649597168
126000,this,1.0,17.270198822021484,,17.270198822021484,17.270198822021484,17.270198822021484,17.270198822021484,17.270198822021484
127000,test,1.0,11.533548355102539,,11.533548355102539,11.533548355102539,11.533548355102539,11.533548355102539,11.533548355102539
127000,this,1.0,18.72214698791504,,18.72214698791504,18.72214698791504,18.72214698791504,18.72214698791504,18.72214698791504
128000,test,1.0,13.25322151184082,,13.25322151184082,13.25322151184082,13.25322151184082,13.25322151184082,13.25322151184082
128000,this,1.0,19.31218147277832,,19.31218147277832,19.31218147277832,19.31218147277832,19.31218147277832,19.31218147277832
129000,test,1.0,13.23300552368164,,13.23300552368164,13.23300552368164,13.23300552368164,13.23300552368164,13.23300552368164
129000,this,1.0,20.99692153930664,,20.99692153930664,20.99692153930664,20.99692153930664,20.99692153930664,20.99692153930664
130000,test,1.0,13.77219009399414,,13.77219009399414,13.77219009399414,13.77219009399414,13.77219009399414,13.77219009399414
130000,this,1.0,20.53952407836914,,20.53952407836914,20.53952407836914,20.53952407836914,20.53952407836914,20.53952407836914
131000,test,1.0,11.178045272827148,,11.178045272827148,11.178045272827148,11.178045272827148,11.178045272827148,11.178045272827148
131000,this,1.0,17.18243980407715,,17.18243980407715,17.18243980407715,17.18243980407715,17.18243980407715,17.18243980407715
132000,test,1.0,12.15732479095459,,12.15732479095459,12.15732479095459,12.15732479095459,12.15732479095459,12.15732479095459
132000,this,1.0,19.167821884155273,,19.167821884155273,19.167821884155273,19.167821884155273,19.167821884155273,19.167821884155273
133000,test,1.0,12.154047966003418,,12.154047966003418,12.154047966003418,12.154047966003418,12.154047966003418,12.154047966003418
133000,this,1.0,19.7341251373291,,19.7341251373291,19.7341251373291,19.7341251373291,19.7341251373291,19.7341251373291
134000,test,1.0,14.174083709716797,,14.174083709716797,14.174083709716797,14.174083709716797,14.174083709716797,14.174083709716797
134000,this,1.0,22.775279998779297,,22.775279998779297,22.775279998779297,22.775279998779297,22.775279998779297,22.775279998779297
135000,test,1.0,14.065640449523926,,14.065640449523926,14.065640449523926,14.065640449523926,14.065640449523926,14.065640449523926
135000,this,1.0,22.25863265991211,,22.25863265991211,22.25863265991211,22.25863265991211,22.25863265991211,22.25863265991211
136000,test,1.0,13.907674789428711,,13.907674789428711,13.907674789428711,13.907674789428711,13.907674789428711,13.907674789428711
136000,this,1.0,23.74971580505371,,23.74971580505371,23.74971580505371,23.74971580505371,23.74971580505371,23.74971580505371
137000,test,1.0,12.241621971130371,,12.241621971130371,12.241621971130371,12.241621971130371,12.241621971130371,12.241621971130371
137000,this,1.0,16.325363159179688,,16.325363159179688,16.325363159179688,16.325363159179688,16.325363159179688,16.325363159179688
138000,test,1.0,10.5391845703125,,10.5391845703125,10.5391845703125,10.5391845703125,10.5391845703125,10.5391845703125
138000,this,1.0,15.13232421875,,15.13232421875,15.13232421875,15.13232421875,15.13232421875,15.13232421875
139000,test,1.0,11.278512954711914,,11.278512954711914,11.278512954711914,11.278512954711914,11.278512954711914,11.278512954711914
139000,this,1.0,16.539011001586914,,16.539011001586914,16.539011001586914,16.539011001586914,16.539011001586914,16.539011001586914
140000,test,1.0,12.228226661682129,,12.228226661682129,12.228226661682129,12.228226661682129,12.228226661682129,12.228226661682129
140000,this,1.0,16.755813598632812,,16.755813598632812,16.755813598632812,16.755813598632812,16.755813598632812,16.755813598632812
141000,test,1.0,12.164947509765625,,12.164947509765625,12.164947509765625,12.164947509765625,12.164947509765625,12.164947509765625
141000,this,1.0,17.037506103515625,,17.037506103515625,17.037506103515625,17.037506103515625,17.037506103515625,17.037506103515625
142000,test,1.0,11.8355073928833,,11.8355073928833,11.8355073928833,11.8355073928833,11.8355073928833,11.8355073928833
142000,this,1.0,16.506038665771484,,16.506038665771484,16.506038665771484,16.506038665771484,16.506038665771484,16.506038665771484
143000,test,1.0,11.896492958068848,,11.896492958068848,11.896492958068848,11.896492958068848,11.896492958068848,11.896492958068848
143000,this,1.0,15.302742958068848,,15.302742958068848,15.302742958068848,15.302742958068848,15.302742958068848,15.302742958068848
